financial_year,year,bank_name,total_assets,investments,advances,fixed_assets,other_assets,capital,reserves_surplus,deposits,borrowings,other_liabilities_provisions,total_liabilities,interest_earned,other_income,total_income,interest_expended,operating_expenses,net_interest_income,provisions_contingencies,operating_profit,net_profit,crar,tier1_crar,tier2_crar,gross_npa_opening,gross_npa_additions,gross_npa_reduction,gross_npa_writeoff,gross_npa_closing,net_npa_opening,net_npa_closing,return_on_assets,return_on_equity,net_npa_to_net_advances,asset_growth,deposit_growth,advance_growth,calculated_nii,nii_difference,profit_growth
FY2015-16,2016,AXIS BANK LIMITED,539821.0196,131524.0609,338773.7229,3523.1719,32674.6235,476.5664,52688.3409,357967.5603,108580.3789,20108.1731,539821.0196,40988.0364,9371.4644,50359.5008,24155.0675,10100.8186,16832.9689,7879.9519,16103.6147,8223.6628,15.29,12.51,2.78,4110.19,7344.56,2044.71,3322.53,6087.51,1316.71,2522.14,1.72,16.8101865379363,0.74,,,,16832.968899999996,3.637978807091713e-12,
FY2016-17,2017,AXIS BANK LIMITED,601467.6703,128793.3704,373069.3495,3746.8925,45601.8748,479.0072,55283.5346,414378.7878,105030.8694,26295.4713,601467.6703,44542.1579,11691.3107,56233.4686,26449.042,12199.9053,18093.1159,13905.2421,17584.5213,3679.2792,14.95,11.87,3.08,6087.51,21781.79,4366.73,2222.09,21280.48,2522.14,8626.55,0.65,6.75546747931693,2.27,11.41983147408363,15.758754076130167,10.12346126093242,18093.115899999997,3.637978807091713e-12,-55.25984844612063
FY2017-18,2018,AXIS BANK LIMITED,691329.5799,153876.0827,439650.3045,3971.6792,50376.6229,513.3078,62931.9518,453622.7223,148016.1446,26245.4534,691329.5799,45780.3123,10967.0865,56747.3988,27162.5818,13990.3398,18617.7305,15318.7959,15594.4772,275.6813,16.57,13.04,3.53,21280.48,33419.0,8762.99,11687.85,34248.64,8626.55,16591.71,0.04,0.4625222456288,3.64,14.940438869337513,9.470546189961127,17.84680384202939,18617.730499999998,3.637978807091713e-12,-92.50719271318142
FY2018-19,2019,AXIS BANK LIMITED,800996.5316,174969.2759,494797.9721,4036.6358,59988.0125,514.329,66161.9666,548471.3409,152775.7792,33073.1159,800996.5316,54985.7707,13130.3394,68116.1101,33277.597,15833.4077,21708.1737,14328.4971,19005.1054,4676.6083,15.84,12.54,3.3,34248.64,13871.09,9100.84,9229.45,29789.44,16591.71,11275.6,0.63,7.18806087555892,2.2,15.863193893115813,20.909141878759876,12.543529945400046,21708.1737,0.0,1596.3821267528842
FY2019-20,2020,AXIS BANK LIMITED,915164.8161,156734.3203,571424.1564,4312.897,85425.1621,564.3356,84383.5072,640104.9373,147954.133,,915164.8161,62635.1574,15536.5607,78171.7181,37428.9538,17304.6243,25206.2036,21810.9246,23438.14,1627.2154,17.53,14.49,3.04,29789.44,19915.01,9301.36,10169.27,30233.82,11275.6,9360.41,0.2,2.146380408,1.62,14.25328075665291,16.707089243648767,15.486357790592088,25206.203599999993,7.275957614183426e-12,-65.20522362328272
FY2020-21,2021,AXIS BANK LIMITED,986797.6306,226119.6213,614399.3979,4245.0264,80303.764,612.7497,100990.2605,697985.2901,142873.1597,,986797.6306,63346.2321,12263.5985,75609.8306,34107.1103,18375.1491,29239.1218,16539.0706,23127.5712,6588.5006,19.12,16.47,2.65,26604.1,16109.99,8015.37,12017.03,22681.69,9251.99,6584.59,0.7,7.063,1.06,7.8273129866667235,9.04232250482908,7.520725369880421,29239.1218,0.0,304.8941891774131
FY2021-22,2022,AXIS BANK LIMITED,1175428.75,275597.2009,707946.5923,4572.3503,76325.478,613.9496,114560.1076,821971.5463,185133.8631,,1175428.75,67376.8296,15220.5453,82597.3749,34244.6131,23610.7543,33132.2165,11716.5291,24742.0075,13025.4784,18.54,16.34,2.2,22681.69,18915.68,13906.13,9125.61,18565.63,6584.59,4745.3,1.21,12.017395,0.67,19.11548158919951,17.76344830737573,15.225795259523656,33132.216499999995,7.275957614183426e-12,97.70019296955061
FY2022-23,2023,AXIS BANK LIMITED,1317325.532,288814.8338,845302.841,4733.8516,72063.1984,615.3704,124801.2865,946945.2104,186300.0386,,1317325.532,85163.7656,16143.4195,101307.1851,42218.0212,39298.5377,42945.7444,10210.9477,19790.6262,9579.6785,17.64,14.57,3.07,18565.63,14253.58,9551.84,6248.28,17019.09,4745.3,3439.11,0.8,7.963465,0.41,12.07191690691587,15.204135065569236,19.402063685871074,42945.744399999996,7.275957614183426e-12,-26.45430589328681
FY2023-24,2024,AXIS BANK LIMITED,1477208.601,331527.2496,965068.3843,5684.575,60474.0043,617.3141,150444.2617,1068641.392,196811.7504,,1477208.601,109368.6327,22441.9552,131810.5879,59474.1459,35213.284,49894.4868,12261.7248,37123.158,24861.4332,16.63,14.2,2.43,17019.09,14404.64,8732.66,8346.03,14345.04,3439.11,3247.47,1.83,17.984369,0.34,12.1369445225328,12.851449087386403,14.168359254337348,49894.4868,0.0,159.5226259419875
FY2024-25,2025,AXIS BANK LIMITED,1609929.879,396141.7941,1040811.32,6291.6985,66952.974,619.4738,179105.6541,1172952.022,184146.5165,,1609929.879,122677.0401,25257.0562,147934.0963,68329.2212,37499.9428,54347.8189,15731.4504,42104.9323,26373.4819,17.07,15.07,2.0,14345.04,19441.97,8019.43,11806.39,13961.19,3247.47,3685.45,1.74,15.945914,0.35,8.984599596167664,9.761050880200251,7.848452703684727,54347.8189,0.0,6.0819048034608025
FY2015-16,2016,BANDHAN BANK LIMITED,19756.5,3758.0336,12437.5461,237.2311,150.2897,1095.141,2239.3616,12088.7481,3051.6476,1281.6017,19756.5,1581.3605,149.8939,1731.2544,648.5253,615.9175,932.8352,191.5646,466.8116,275.247,29.01,26.72,2.29,,18.77,,,18.77,,10.24,1.88,8.25451448141021,0.08,,,,932.8352,0.0,
FY2016-17,2017,BANDHAN BANK LIMITED,30236.0904,5516.4872,16839.0779,251.7863,263.7403,1095.141,3351.3144,23228.6579,1028.9384,1532.0387,30236.0904,3908.7092,411.4134,4320.1226,1505.2106,1022.005,2403.4986,680.9543,1792.907,1111.9527,26.36,24.77,1.59,18.77,103.37,4.69,31.19,86.26,10.24,61.17,4.46,28.5813829094052,0.36,53.04375977526383,92.15106235855801,35.38906923126903,2403.4986,0.0,303.98358565215966
FY2017-18,2018,BANDHAN BANK LIMITED,44310.056148,8371.940824,29713.036062,238.128351,476.367366,1192.804944,8189.142198,33869.001998,285.0,774.107008,44310.056148,4802.296324,706.184572,5508.480896,1770.060401,1308.31034,3032.235923,1084.55334,2430.110155,1345.556815,31.48,30.3,1.18,86.26,351.58,13.7,51.0,373.14,61.17,172.9,4.03,19.4607701202397,0.58,46.54690987430041,45.80696889078555,76.45286896618013,3032.235923,0.0,21.00845791372239
FY2018-19,2019,BANDHAN BANK LIMITED,56441.7126,10037.4848,39643.3937,331.1959,626.9814,1193.0829,10008.6642,43231.6203,521.3506,1486.9946,56441.7126,6643.3694,1063.0478,7706.4172,2147.9528,1810.279,4495.4166,1796.6835,3748.1854,1951.5019,29.2,27.88,1.32,373.14,763.86,39.95,277.49,819.56,172.9,228.32,4.25,18.9616293077076,0.58,27.3790139454553,27.64362027128191,33.42087835547689,4495.4166,0.0,45.03303600747621
FY2019-20,2020,BANDHAN BANK LIMITED,91717.799137,15351.774405,66629.947673,368.767441,1014.405112,1610.247843,13585.211484,57081.503553,16379.177148,,91717.799137,10885.493336,1549.197444,12434.69078,4561.579032,2426.542173,6323.914304,2422.832022,5446.569575,3023.737553,27.43,25.19,2.24,933.996487,926.01,212.21,655.017222,992.779265,289.296487,389.396154,4.18,22.9095269,0.58,62.500028634850445,32.03646580186123,68.07326884580016,6323.914304,0.0,54.94412549636769
FY2020-21,2021,BANDHAN BANK LIMITED,115016.17479,25155.387502,81612.87593,486.712077,1532.879248,1610.599201,15797.584469,77972.224841,16960.35719,,115016.17479,12524.211776,2022.253913,14546.465689,4960.856345,2816.884931,7563.355431,4563.267522,6768.724413,2205.456891,23.47,22.48,0.99,992.779265,6887.84,84.508468,2038.350724,5757.760073,389.396154,2861.026154,2.13,13.529,3.51,25.402240210974682,36.598057142280815,22.486777763254075,7563.355431,0.0,-27.061894349532533
FY2021-22,2022,BANDHAN BANK LIMITED,138995.174064,29078.710064,93974.9267,587.8852,6032.2993,1610.7659,15770.3848,96330.6131,19921.228,,138995.174063,13871.5662,2822.4993,16694.0655,5157.1016,3523.5605,8714.4646,7887.6094,8013.4034,125.794,20.1,18.89,1.21,5757.760073,9430.27,5561.166704,3246.862611,6380.000758,2861.026154,1564.229451,0.1,0.723176,1.66,20.848371385834707,23.544779306267326,15.14718189885016,8714.4646,0.0,-94.29623854751645
FY2022-23,2023,BANDHAN BANK LIMITED,156037.0926,32365.8918,104756.7691,854.5906,9810.1172,1610.83648,17961.3704,108064.6905,24710.8226,,156037.0926,15904.6996,2468.5507,18373.2503,6645.0814,4636.8194,9259.6182,4896.7115,7091.3495,2194.638,19.76,18.7,1.06,6380.000758,9662.692987,2302.08,8441.989042,5298.624703,1564.229451,1228.272438,1.5,11.877881,1.17,12.260798729712086,12.18104714834416,11.473105410786143,9259.6182,0.0,1644.6285196432264
FY2023-24,2024,BANDHAN BANK LIMITED,177841.659,29287.5784,121136.7833,1173.426221,10073.34492,1610.969748,19954.47838,135201.9863,16371.52398,,177841.659,18869.61812,2171.419762,21041.03788,8550.77663,5850.77779,10318.84149,4409.920759,6639.483459,2229.5627,14.69,13.83,0.86,5298.624703,5681.68,1545.08,4650.34298,4784.881723,1228.272438,1347.609458,1.39,10.839523,1.11,13.973963521542832,25.1120839512329,15.636234623047374,10318.841489999999,1.8189894035458565e-12,1.591364954037977
FY2024-25,2025,BANDHAN BANK LIMITED,191476.2885,40712.2755,131987.3177,1180.381845,8026.9222,1610.971405,22748.13041,151212.4992,11138.49269,,191476.2885,21948.2287,2966.6,24914.8287,10457.6451,7068.4951,11490.5836,4643.393028,7388.6885,2745.295472,18.71,17.86,0.85,4784.881723,5379.005614,1212.120205,2516.20557,6435.561562,1347.609458,1692.84292,1.5,11.955677,1.28,7.666724195369756,11.841921363843166,8.95725815430335,11490.5836,0.0,23.131566203542953
FY2015-16,2016,"BANK OF AMERICA , NATIONAL ASSOCIATION",35353.6578,15952.2829,12346.3754,72.5474,4603.4919,985.3492,5538.2621,13038.6277,11452.3159,4339.1029,35353.6578,2024.9051,574.73,2599.6351,799.7392,585.4209,1225.1659,504.6041,1214.475,709.8709,14.97,14.58,0.39,14.4838,,14.4838,,,9.8082,,2.58,11.5076706453947,,,,,1225.1659,0.0,
FY2016-17,2017,"BANK OF AMERICA , NATIONAL ASSOCIATION",34845.1251,7617.1038,13650.7736,107.3825,5836.221,985.3492,6254.1202,19156.3748,1293.7644,7155.5165,34845.1251,1825.3482,956.1398,2781.488,711.1884,637.1388,1114.1598,717.3027,1433.1608,715.8581,19.24,18.76,0.48,,110.0,,,110.0,,,2.32,10.4025852293375,,-1.4384160837807358,46.920176269777244,10.565029474156429,1114.1598,0.0,0.8434209656995373
FY2017-18,2018,"BANK OF AMERICA , NATIONAL ASSOCIATION",38098.8414,14974.7554,15346.2402,117.959,2818.938,985.3492,6988.445,19072.9977,7547.9443,3504.1052,38098.8414,1978.6495,676.1632,2654.8127,771.7729,676.683,1206.8766,472.032,1206.3568,734.3248,19.42,19.02,0.4,110.0,,99.0,11.0,,,,2.12,9.6537445127816,,9.33765136633129,-0.43524466852674637,12.420296824789467,1206.8766,0.0,2.579659292812342
FY2018-19,2019,"BANK OF AMERICA , NATIONAL ASSOCIATION",54070.2934,22550.3895,19451.7476,117.9045,6504.8405,3188.2612,7846.2193,22625.2885,12833.5241,7577.0003,54070.2934,2320.06,904.6328,3224.6928,931.2256,733.8792,1388.8344,701.8137,1559.588,857.7743,24.68,23.87,0.81,,,,,,,,2.22,9.02527255669343,,41.9210963197427,18.624711520832406,26.75252926120626,1388.8344,0.0,16.81129385797675
FY2019-20,2020,"BANK OF AMERICA , NATIONAL ASSOCIATION",72618.2735,25656.516,23589.065,113.1267,11410.328,3188.2612,9046.0773,39638.1927,5892.2059,,72618.2735,3646.2888,1071.2461,4717.5349,1657.6407,794.7549,1988.6481,1065.2813,2265.1393,1199.858,17.62,16.72,0.9,,0.2236,0.2236,,,,,1.97,10.31301159,,34.30345746930974,75.19419785520083,21.269643659164082,1988.6480999999999,2.2737367544323206e-13,39.880385784465666
FY2020-21,2021,"BANK OF AMERICA , NATIONAL ASSOCIATION",59616.3226,19421.4243,18185.9619,106.7732,8851.9415,3188.2612,10272.9093,36300.5042,255.885,,59616.3226,2621.6265,1047.3042,3668.9307,649.8802,842.6353,1971.7463,949.5832,2176.4152,1226.832,20.04,18.95,1.09,,,,,,,,2.06,9.549,,-17.904516691656124,-8.42038517058825,-22.905117689064824,1971.7462999999998,2.2737367544323206e-13,2.248099358424094
FY2021-22,2022,"BANK OF AMERICA , NATIONAL ASSOCIATION",62332.8262,17742.8935,21912.2432,89.181,8135.3092,3188.2612,11102.4406,39183.8747,15.1733,,62332.8262,2325.8641,677.3917,3003.2558,513.0785,893.4832,1812.7856,767.1628,1596.6941,829.5313,19.62,18.62,1.0,,,,,,,,1.26,5.978201,,4.556644022185963,7.943059093928495,20.48987741473274,1812.7855999999997,2.2737367544323206e-13,-32.38427918410998
FY2022-23,2023,"BANK OF AMERICA , NATIONAL ASSOCIATION",83121.08884,36096.54794,20716.12484,178.519527,11531.54942,5232.56123,12262.07206,52655.42698,941.705569,,83121.08884,3729.147367,278.372928,4007.520295,881.967552,979.011356,2847.179815,986.909624,2146.541387,1159.631764,19.82,18.39,1.43,,534.612786,534.612786,,,,,1.49,7.296646,,33.35042530126766,34.38034748513525,-5.458675997170392,2847.179815,0.0,39.79361164551596
FY2023-24,2024,"BANK OF AMERICA , NATIONAL ASSOCIATION",106784.0034,60159.60979,27437.98387,177.793697,10705.00334,5232.56123,14143.48927,59855.69212,16280.84276,,106784.0034,5616.67107,743.4359797,6360.10705,1872.144521,1013.447363,3744.526549,1593.097955,3474.515166,1881.417211,18.46,16.76,1.7,,7.753967129,7.753967129,,,,,2.09,10.205491,,28.46800359599333,13.674307764582117,32.44747307672626,3744.526549,0.0,62.242641966816635
FY2024-25,2025,"BANK OF AMERICA , NATIONAL ASSOCIATION",137176.2722,79380.94812,34492.26027,240.7979406,14557.90561,6731.93823,16933.97265,66780.08573,32503.46742,,137176.2722,6926.396516,1263.245641,8189.642157,2857.778767,1102.572697,4068.617749,1658.949084,4229.290693,2570.341609,19.14,17.12,2.02,,,,,,,,2.39,11.943422,,28.461443504936067,11.568479729743707,25.70989338510752,4068.617749,0.0,36.617311352957536
FY2015-16,2016,BANK OF BAHRAIN & KUWAIT B.S.C.,1696.8323,390.1301,904.1744,5.5711,82.6165,292.8863,112.9303,1244.0667,,46.949,1696.8323,112.0701,24.4185,136.4886,71.5718,31.1466,40.4983,32.5322,33.7702,1.238,27.68,27.27,0.41,39.92,88.09,19.82,36.58,71.61,26.32,21.29,0.08,0.305529943908848,2.24,,,,40.4983,0.0,
FY2016-17,2017,BANK OF BAHRAIN & KUWAIT B.S.C.,1993.352,382.0388,1157.0144,6.1508,83.1091,292.8863,129.8754,1473.4406,50.0,47.1497,1993.352,127.1292,24.1188,151.248,72.7516,31.2749,54.3776,28.944,47.2215,18.2775,24.65,24.13,0.52,71.61,0.04,8.57,4.56,58.52,21.29,0.02,0.99,4.41177375753142,,17.4748971952031,18.437427832446595,27.96363179492807,54.3776,0.0,1376.373182552504
FY2017-18,2018,BANK OF BAHRAIN & KUWAIT B.S.C.,2357.7269,468.9158,1620.1815,26.5783,65.2108,292.8863,139.6499,1787.1268,84.9958,53.0681,2357.7269,132.1798,21.5571,153.7369,83.0854,34.7264,49.0944,23.5964,35.9251,12.3287,27.75,27.07,0.68,58.52,30.08,11.77,58.21,18.62,0.02,12.72,0.57,2.88290196900986,0.78,18.279506078203944,21.28936857040591,40.03123038053804,49.09439999999999,7.105427357601002e-15,-32.54712077691151
FY2018-19,2019,BANK OF BAHRAIN & KUWAIT B.S.C.,3014.4042,563.7848,1697.4889,24.6132,73.0082,292.8863,144.1269,2247.8671,279.9959,49.528,3014.4042,176.5378,9.6432,186.181,110.3645,37.5357,66.1733,28.1322,38.2808,10.1486,25.96,25.38,0.58,18.62,62.86,1.92,0.01,79.55,12.72,49.84,0.38,2.33422045947016,2.88,27.852135885627803,25.7810637723076,4.7715271406320925,66.1733,0.0,-17.683129608150082
FY2019-20,2020,BANK OF BAHRAIN & KUWAIT B.S.C.,3236.004165,744.602016,1579.800594,21.605291,122.149096,292.88625,138.523232,2640.723889,101.0,,3236.004165,193.675853,19.462332,213.138185,135.476447,45.018459,58.199406,38.247042,32.643279,-5.603763,22.77,22.25,0.52,79.549,7.63412,3.983744,4.551916,78.64746,49.8344,6.581973,-0.18,-1.290561179,0.35,7.351368638618538,17.476869028422538,-6.9330825079327525,58.19940599999998,2.1316282072803006e-14,-155.21710383698243
FY2020-21,2021,BANK OF BAHRAIN & KUWAIT B.S.C.,3031.6329,684.6006,1482.8029,22.5718,161.1405,292.8863,152.4923,2429.9089,80.0,,3031.6329,163.3742,16.988,180.3622,121.4525,38.8141,41.9217,6.1265,20.0956,13.9691,23.85,22.84,1.01,78.6475,3.0012,6.2416,61.25,14.1571,6.582,2.0087,0.45,3.186,0.06,-6.315543941829249,-7.983227246065184,-6.139869447346225,41.9217,0.0,-349.28070655379247
FY2021-22,2022,BANK OF BAHRAIN & KUWAIT B.S.C.,2592.4168,598.5284,1623.3966,21.3892,122.7105,292.8863,158.9363,2005.3492,80.0,,2592.4168,138.268,21.7465,160.0145,103.4842,38.6619,34.7838,10.210059,17.8684,7.658341,26.09,24.89,1.2,14.1571,16.7377,4.5511,8.8793,17.4644,2.0087,13.8187,0.27,1.707162,0.79,-14.487773239299528,-17.472247622122783,9.481617550114052,34.7838,0.0,-45.176561124195544
FY2022-23,2023,BANK OF BAHRAIN & KUWAIT B.S.C.,2751.0367,533.0787,1728.8619,22.2055,150.8176,292.8863,168.0374,2238.2742,,,2751.0367,145.8657,19.1989,165.0646,93.2542,43.6398,52.6115,11.007,28.1706,17.1636,22.13,21.36,0.77,17.4644,1.0085,0.115,,18.3579,13.8187,13.399332,0.64,3.76087,0.71,6.118611019647768,11.615184028796577,6.49658253565395,52.61150000000001,-7.105427357601002e-15,124.1164241707179
FY2023-24,2024,BANK OF BAHRAIN & KUWAIT B.S.C.,2558.0619,529.4528,1434.3282,21.388,137.9687,292.8863,157.9597,2064.5976,,,2558.0619,166.9487,30.502604,197.451304,115.0074,49.557404,51.9413,26.9901,32.8865,5.8964,22.87,22.02,0.85,18.3579,0.650442,0.420574,0.198066,18.389702,13.399332,2.889332,0.22,1.293397,0.13,-7.014621069940652,-7.7593978432133,-17.036276870928802,51.9413,0.0,-65.6459017921648
FY2024-25,2025,BANK OF BAHRAIN & KUWAIT B.S.C.,2414.761826,600.5528,1415.0667,20.1645,132.823248,292.8863,159.8266,1897.793,14.9874,,2414.761826,168.299768,14.966948,183.266716,113.617397,47.60482,54.682371,21.709899,22.044499,0.3346,29.5,28.56,0.94,18.389702,4.708588,1.181141,16.737633,5.179516,2.889332,0.088446,0.01,0.074063,,-5.6019001729395335,-8.07927898395311,-1.3428934883940702,54.682371,0.0,-94.32535106166475
FY2015-16,2016,BANK OF BARODA,671376.4769,120450.521,383770.1803,6253.7756,27001.6501,462.0931,39736.8922,574037.8722,33471.7002,23667.9192,671376.4769,44061.2774,4998.8616,49060.139,31321.4257,8923.1371,12739.8517,14211.1135,8815.5762,-5395.5373,13.18,10.79,2.39,16261.44,27828.38,2014.63,1554.15,40521.04,8069.49,19406.46,-0.78,-13.4830568444708,5.06,,,,12739.8517,0.0,
FY2016-17,2017,BANK OF BARODA,694875.4235,129630.5396,383259.2231,5758.3734,25757.3749,462.0931,39841.1602,601675.1729,30611.44,22285.5573,694875.4235,42199.9298,6758.0609,48957.9907,28686.5191,9296.4023,13513.4107,9591.9333,10975.0693,1383.136,12.24,9.93,2.31,40521.04,13311.63,6598.4,4515.57,42718.7,19406.46,18080.18,0.2,3.43626717481121,4.72,3.500114676120858,4.814543088260037,-0.13314145450294967,13513.410699999997,3.637978807091713e-12,-125.63481490527366
FY2017-18,2018,BANK OF BARODA,719999.7716,163184.5305,427431.8313,5367.3922,31118.6387,530.3644,42864.4075,591314.8224,62571.9719,22718.2054,719999.7716,43648.5418,6657.1527,50305.6945,28126.7669,10173.3696,15521.7749,14437.3702,12005.558,-2431.8122,12.13,10.46,1.67,42718.7,24152.34,5442.47,4948.19,56480.38,18080.18,23482.65,-0.34,-5.81091894149015,5.49,3.6156622108538095,-1.721917567258835,11.525517335945356,15521.7749,0.0,-275.8187336603197
FY2018-19,2019,BANK OF BARODA,780987.4049,182298.0818,468818.7362,6990.2954,33650.6761,530.3644,45410.7329,638689.7172,67201.2978,29155.2926,780987.4049,49770.606,6294.4948,56065.1008,31290.3004,11287.9781,18480.3056,13053.2998,13486.8223,433.5225,13.42,11.55,1.87,56480.38,13613.61,8759.39,13101.84,48232.76,23482.65,15609.5,0.06,0.970545210747219,3.33,8.47050731203316,8.011788814580534,9.68269133679749,18480.3056,0.0,-117.82713730936953
FY2019-20,2020,BANK OF BARODA,1157915.5151,274614.6139,690120.734,8889.2911,62389.756,925.3745,70930.8448,945984.4256,93069.3058,,1157915.5151,75983.655,10317.3238,86300.9788,48532.3695,18872.3909,27451.2855,18350.0309,18896.2184,546.1875,13.3,10.71,2.59,,,,,,,,0.06,0.842950979,3.13,48.26302035540036,48.11330136128893,47.204170975281116,27451.285499999998,3.637978807091713e-12,25.988270504991107
FY2020-21,2021,BANK OF BARODA,1155364.7714,261220.2662,706300.5115,8016.2455,59414.9313,1035.5336,76010.1878,966996.9266,66847.9294,,1155364.7714,70495.0621,12933.9681,83429.0302,41686.0359,20543.656,28809.0262,20370.3801,21199.3383,828.9582,14.99,12.67,2.32,69381.43,20005.12,7290.06,15425.51,66670.98,21576.59,21799.89,0.07,1.113,3.09,-0.22028754833461894,2.2212311779522764,2.3444850593345556,28809.026199999993,7.275957614183426e-12,51.7717267421902
FY2021-22,2022,BANK OF BARODA,1277999.8334,315795.3873,777155.1778,9921.8981,52472.3744,1035.5336,84874.1891,1045938.56,103899.2855,,1277999.8334,69880.7803,11483.9503,81364.7306,37259.4421,21716.4388,32621.3382,15116.5681,22388.8497,7272.2816,15.68,13.18,2.5,66670.99,14255.33,8448.15,18418.77,54059.4,21799.88,13364.65,0.6,8.925485,1.72,10.614402051691286,8.163586794175437,10.031801640568382,32621.3382,0.0,777.2796505300267
FY2022-23,2023,BANK OF BARODA,1458561.545,362485.3642,940998.2698,8706.5728,50668.0995,1035.5336,97187.3577,1203687.788,101910.4848,,1458561.545,89588.5407,10025.8359,99614.3766,48232.5323,24518.3124,41356.0084,12753.9152,26863.5319,14109.6167,16.24,13.99,2.25,54059.4,11150.39,10099.27,18346.82,36763.7,13364.65,8384.32,1.03,15.325494,0.89,14.128461278405059,15.082074036930027,21.082416572686704,41356.0084,0.0,94.01911911661946
FY2023-24,2024,BANK OF BARODA,1585797.091,369816.8374,1065781.715,7912.5532,47161.8466,1035.5336,111188.0547,1335136.399,94402.2594,,1585797.091,112605.9462,14495.3661,127101.3123,67884.4113,28251.6756,44721.5349,13176.4408,30965.2254,17788.7846,16.31,14.07,2.24,36763.7,10396.53,4729.29,10597.31,31833.63,8384.32,7213.34,1.17,16.905756,0.68,8.723358053430651,10.920490538365414,13.260751821203831,44721.5349,0.0,26.07560487451086
FY2024-25,2025,BANK OF BARODA,1781247.32,385398.446,1209557.898,12376.2569,48065.5179,1035.5336,135890.1506,1472034.849,123716.179,,1781247.32,121441.6394,16647.333,138088.9724,75782.9638,29871.3807,45658.6756,12853.4758,32434.6279,19581.1521,17.19,14.79,2.4,31833.63,9310.13,4320.06,8988.82,27834.88,7213.34,6994.22,1.16,15.71841,0.58,12.325046508740268,10.253517925399613,13.490209202922943,45658.6756,0.0,10.075828901767704
FY2015-16,2016,BANK OF CEYLON,373.0356,51.3974,243.8804,0.8051,11.5775,114.9843,97.9685,150.5958,,9.487,373.0356,33.5844,7.8963,41.4807,8.0599,6.1984,25.5245,12.4751,27.2224,14.7473,38.34,37.09,1.25,1.4,,0.07,,1.33,,,3.95,7.1735387562406,,,,,25.524500000000003,-3.552713678800501e-15,
